Function,DLL,Occurence,Family,Associated
_CorExeMain,MSCOREE,1,{'msilzilla': 1}
GetParent,USER32,3,"{'nolabel': 1, 'cobaltstrike': 2}"
SetRectEmpty,USER32,2,{'cobaltstrike': 2}
LoadMenuW,USER32,2,{'cobaltstrike': 2}
GetSubMenu,USER32,3,"{'nolabel': 1, 'cobaltstrike': 2}"
SendMessageW,USER32,2,{'cobaltstrike': 2}
GetClientRect,USER32,3,"{'nolabel': 1, 'cobaltstrike': 2}"
InvalidateRect,USER32,3,"{'nolabel': 1, 'cobaltstrike': 2}"
GetWindowRect,USER32,3,"{'nolabel': 1, 'cobaltstrike': 2}"
InflateRect,USER32,2,{'cobaltstrike': 2}
GetSysColor,USER32,3,"{'nolabel': 1, 'cobaltstrike': 2}"
IsChild,USER32,2,{'cobaltstrike': 2}
GetFocus,USER32,3,"{'nolabel': 1, 'cobaltstrike': 2}"
LoadImageW,USER32,2,{'cobaltstrike': 2}
IsIconic,USER32,3,"{'nolabel': 1, 'cobaltstrike': 2}"
EnumWindowStationsW,USER32,1,{'cobaltstrike': 1}
RedrawWindow,USER32,3,"{'nolabel': 1, 'cobaltstrike': 2}"
GetSystemMetrics,USER32,7,"{'nolabel': 1, 'cobaltstrike': 2, 'rozena': 1, 'dealply': 1, 'malheur': 1, 'convagent': 1}"
CreateFontIndirectW,GDI32,2,{'cobaltstrike': 2}
GetObjectW,GDI32,2,{'cobaltstrike': 2}
GetStockObject,GDI32,3,"{'nolabel': 1, 'cobaltstrike': 2}"
InitCommonControlsEx,COMCTL32,1,{'cobaltstrike': 1}
ImageList_AddMasked,COMCTL32,1,{'cobaltstrike': 1}
__CxxFrameHandler3,VCRUNTIME140,1,{'cobaltstrike': 1}
__std_terminate,VCRUNTIME140,1,{'cobaltstrike': 1}
_purecall,VCRUNTIME140,1,{'cobaltstrike': 1}
memset,VCRUNTIME140,2,"{'cobaltstrike': 1, 'rozena': 1}"
__current_exception,VCRUNTIME140,1,{'cobaltstrike': 1}
__current_exception_context,VCRUNTIME140,1,{'cobaltstrike': 1}
_except_handler4_common,VCRUNTIME140,1,{'cobaltstrike': 1}
memmove,VCRUNTIME140,1,{'cobaltstrike': 1}
_CxxThrowException,VCRUNTIME140,1,{'cobaltstrike': 1}
_set_new_mode,API-MS-WIN-CRT-HEAP-L1-1-0,1,{'cobaltstrike': 1}
_get_wide_winmain_command_line,API-MS-WIN-CRT-RUNTIME-L1-1-0,1,{'cobaltstrike': 1}
__set_app_type,MSVCRT,3,"{'rozena': 2, 'convagent': 1}"
__p__fmode,MSVCRT,1,{'rozena': 1}
__getmainargs,MSVCRT,3,"{'rozena': 2, 'convagent': 1}"
__p___initenv,MSVCRT,1,{'rozena': 1}
_XcptFilter,MSVCRT,1,{'rozena': 1}
_onexit,MSVCRT,3,"{'rozena': 2, 'convagent': 1}"
__dllonexit,MSVCRT,1,{'rozena': 1}
strrchr,MSVCRT,1,{'rozena': 1}
_close,MSVCRT,1,{'rozena': 1}
wcslen,MSVCRT,2,{'rozena': 2}
wcscpy,MSVCRT,1,{'rozena': 1}
strerror,MSVCRT,2,{'rozena': 2}
strspn,MSVCRT,1,{'rozena': 1}
__p__environ,MSVCRT,1,{'rozena': 1}
__p__wenviron,MSVCRT,1,{'rozena': 1}
strstr,MSVCRT,2,"{'rozena': 1, 'convagent': 1}"
strncpy,MSVCRT,1,{'rozena': 1}
_ftol,MSVCRT,1,{'rozena': 1}
perror,MSVCRT,1,{'rozena': 1}
signal,MSVCRT,3,"{'rozena': 2, 'convagent': 1}"
printf,MSVCRT,1,{'rozena': 1}
_isctype,MSVCRT,1,{'rozena': 1}
atoi,MSVCRT,1,{'rozena': 1}
strchr,MSVCRT,2,{'rozena': 2}
fprintf,MSVCRT,3,"{'rozena': 2, 'convagent': 1}"
_controlfp,MSVCRT,1,{'rozena': 1}
PeekNamedPipe,KERNEL32,1,{'rozena': 1},Helper
GetVersionExA,KERNEL32,2,"{'nolabel': 1, 'rozena': 1}",Enumeration
GetExitCodeProcess,KERNEL32,4,"{'rozena': 2, 'dealply': 1, 'malheur': 1}"
CreateMutexA,KERNEL32,2,"{'nolabel': 1, 'rozena': 1}",Helper
GetFileType,KERNEL32,5,"{'nolabel': 2, 'rozena': 1, 'registrystorage': 1, 'cobaltstrike': 1}"
GlobalFree,KERNEL32,3,"{'nolabel': 1, 'rozena': 1, 'cobaltstrike': 1}"
SetHandleInformation,KERNEL32,1,{'rozena': 1}
FileTimeToSystemTime,KERNEL32,5,"{'nolabel': 2, 'rozena': 1, 'registrystorage': 1, 'cobaltstrike': 1}"
GetTimeZoneInformation,KERNEL32,4,"{'nolabel': 2, 'rozena': 1, 'cobaltstrike': 1}"
FileTimeToLocalFileTime,KERNEL32,4,"{'nolabel': 2, 'rozena': 1, 'cobaltstrike': 1}"
SystemTimeToFileTime,KERNEL32,1,{'rozena': 1}
SystemTimeToTzSpecificLocalTime,KERNEL32,2,"{'rozena': 1, 'cobaltstrike': 1}"
FormatMessageA,KERNEL32,2,"{'nolabel': 1, 'rozena': 1}"
CreateEventA,KERNEL32,4,"{'nolabel': 2, 'rozena': 1, 'shelma': 1}"
SetStdHandle,KERNEL32,5,"{'nolabel': 2, 'rozena': 1, 'registrystorage': 1, 'cobaltstrike': 1}"
DeviceIoControl,KERNEL32,4,"{'nolabel': 2, 'rozena': 1, 'convagent': 1}",Helper
GetFileInformationByHandle,KERNEL32,1,{'rozena': 1}
FreeSid,ADVAPI32,1,{'rozena': 1}
AllocateAndInitializeSid,ADVAPI32,2,"{'nolabel': 1, 'rozena': 1}"
Ordinal_52,WSOCK32,2,"{'nolabel': 1, 'rozena': 1}"
Ordinal_14,WSOCK32,2,"{'nolabel': 1, 'rozena': 1}"
Ordinal_21,WSOCK32,2,"{'nolabel': 1, 'rozena': 1}"
Ordinal_23,WSOCK32,2,"{'nolabel': 1, 'rozena': 1}"
Ordinal_3,WSOCK32,2,"{'nolabel': 1, 'rozena': 1}"
Ordinal_10,WSOCK32,3,"{'nolabel': 1, 'rozena': 1, 'cobaltstrike': 1}"
Ordinal_151,WSOCK32,2,"{'nolabel': 1, 'rozena': 1}"
Ordinal_115,WSOCK32,2,"{'nolabel': 1, 'rozena': 1}"
Ordinal_116,WSOCK32,2,"{'nolabel': 1, 'rozena': 1}"
Ordinal_111,WSOCK32,1,{'rozena': 1}
WSARecv,WS2_32,1,{'rozena': 1}
WSASend,WS2_32,1,{'rozena': 1}
SysFreeString,OLEAUT32,3,"{'rozena': 1, 'dealply': 1, 'malheur': 1}"
SysReAllocStringLen,OLEAUT32,3,"{'rozena': 1, 'dealply': 1, 'malheur': 1}"
SysAllocStringLen,OLEAUT32,3,"{'rozena': 1, 'dealply': 1, 'malheur': 1}"
GetKeyboardType,USER32,2,"{'rozena': 1, 'dealply': 1}"
CharNextW,USER32,3,"{'rozena': 1, 'dealply': 1, 'malheur': 1}"
GetVersion,KERNEL32,6,"{'nolabel': 1, 'rozena': 2, 'dealply': 2, 'malheur': 1}"
lstrlenW,KERNEL32,5,"{'nolabel': 1, 'rozena': 1, 'dealply': 1, 'malheur': 1, 'registrystorage': 1}"
lstrcpynW,KERNEL32,2,"{'rozena': 1, 'dealply': 1}"
GetThreadLocale,KERNEL32,6,"{'nolabel': 1, 'rozena': 2, 'dealply': 2, 'malheur': 1}",Enumeration
GetStartupInfoA,KERNEL32,5,"{'nolabel': 1, 'rozena': 2, 'dealply': 1, 'convagent': 1}"
GetLocaleInfoW,KERNEL32,7,"{'nolabel': 1, 'rozena': 2, 'dealply': 2, 'malheur': 1, 'cobaltstrike': 1}"
FindFirstFileW,KERNEL32,4,"{'rozena': 1, 'dealply': 1, 'malheur': 1, 'cobaltstrike': 1}"
LocalAlloc,KERNEL32,7,"{'nolabel': 2, 'rozena': 1, 'dealply': 1, 'malheur': 1, 'registrystorage': 1, 'cobaltstrike': 1}",Injection
CreateWindowExW,USER32,4,"{'rozena': 1, 'dealply': 1, 'malheur': 1, 'cobaltstrike': 1}"
TranslateMessage,USER32,5,"{'nolabel': 1, 'rozena': 1, 'dealply': 1, 'malheur': 1, 'cobaltstrike': 1}"
SetWindowLongW,USER32,5,"{'nolabel': 1, 'rozena': 1, 'dealply': 1, 'malheur': 1, 'cobaltstrike': 1}"
PeekMessageW,USER32,4,"{'rozena': 1, 'dealply': 1, 'malheur': 1, 'cobaltstrike': 1}"
MsgWaitForMultipleObjects,USER32,4,"{'nolabel': 1, 'rozena': 1, 'dealply': 1, 'malheur': 1}"
ExitWindowsEx,USER32,4,"{'nolabel': 1, 'rozena': 1, 'dealply': 1, 'malheur': 1}",Anti-Debugging
DispatchMessageW,USER32,4,"{'rozena': 1, 'dealply': 1, 'malheur': 1, 'cobaltstrike': 1}"
CharUpperBuffW,USER32,4,"{'rozena': 1, 'dealply': 1, 'malheur': 1, 'cobaltstrike': 1}"
CallWindowProcW,USER32,4,"{'rozena': 1, 'dealply': 1, 'malheur': 1, 'cobaltstrike': 1}"
SizeofResource,KERNEL32,5,"{'nolabel': 1, 'rozena': 1, 'dealply': 1, 'malheur': 1, 'cobaltstrike': 1}"
SetEndOfFile,KERNEL32,5,"{'nolabel': 1, 'rozena': 1, 'dealply': 1, 'malheur': 1, 'cobaltstrike': 1}"
LockResource,KERNEL32,5,"{'nolabel': 1, 'rozena': 1, 'dealply': 1, 'malheur': 1, 'cobaltstrike': 1}",Helper
LoadResource,KERNEL32,5,"{'nolabel': 1, 'rozena': 1, 'dealply': 1, 'malheur': 1, 'cobaltstrike': 1}",Evasion
LoadLibraryW,KERNEL32,8,"{'nolabel': 1, 'rozena': 2, 'dealply': 1, 'malheur': 1, 'shelma': 1, 'registrystorage': 1, 'cobaltstrike': 1}"
GetWindowsDirectoryW,KERNEL32,4,"{'rozena': 1, 'dealply': 1, 'malheur': 1, 'cobaltstrike': 1}"
GetVersionExW,KERNEL32,4,"{'rozena': 1, 'dealply': 1, 'malheur': 1, 'cobaltstrike': 1}"
GetUserDefaultLangID,KERNEL32,3,"{'rozena': 1, 'dealply': 1, 'malheur': 1}"
GetSystemDirectoryW,KERNEL32,5,"{'nolabel': 1, 'rozena': 1, 'dealply': 1, 'malheur': 1, 'cobaltstrike': 1}"
GetFileAttributesW,KERNEL32,4,"{'rozena': 1, 'dealply': 1, 'malheur': 1, 'cobaltstrike': 1}"
GetDiskFreeSpaceW,KERNEL32,3,"{'rozena': 1, 'dealply': 1, 'malheur': 1}"
InterlockedExchange,KERNEL32,3,"{'nolabel': 1, 'rozena': 1, 'dealply': 1}"
InterlockedCompareExchange,KERNEL32,3,"{'nolabel': 1, 'rozena': 1, 'dealply': 1}"
FindResourceW,KERNEL32,4,"{'rozena': 1, 'dealply': 1, 'malheur': 1, 'cobaltstrike': 1}"
EnumCalendarInfoW,KERNEL32,3,"{'rozena': 1, 'dealply': 1, 'malheur': 1}"
DeleteFileW,KERNEL32,4,"{'rozena': 1, 'dealply': 1, 'malheur': 1, 'cobaltstrike': 1}"
InitCommonControls,COMCTL32,3,"{'rozena': 1, 'dealply': 1, 'malheur': 1}"
CreateSemaphoreW,KERNEL32,1,{'rozena': 1}
IsDBCSLeadByteEx,KERNEL32,1,{'rozena': 1}
__C_specific_handler,MSVCRT,2,"{'rozena': 1, 'convagent': 1}"
__iob_func,MSVCRT,2,"{'rozena': 1, 'convagent': 1}"
_amsg_exit,MSVCRT,2,"{'rozena': 1, 'convagent': 1}"
mbstowcs_s,MSVCRT,1,{'rozena': 1}
memcmp,MSVCRT,1,{'rozena': 1}
memcpy,MSVCRT,2,"{'rozena': 1, 'convagent': 1}"
vfprintf,MSVCRT,2,"{'rozena': 1, 'convagent': 1}"
_write,MSVCRT,1,{'rozena': 1}
GetCPInfoExW,KERNEL32,1,{'malheur': 1}
CompareStringW,KERNEL32,4,"{'nolabel': 2, 'malheur': 1, 'cobaltstrike': 1}"
VirtualQueryEx,KERNEL32,2,"{'nolabel': 1, 'malheur': 1}",Enumeration
GetUserDefaultUILanguage,KERNEL32,2,"{'malheur': 1, 'cobaltstrike': 1}"
GetLocalTime,KERNEL32,3,"{'nolabel': 2, 'malheur': 1}"
GetDateFormatW,KERNEL32,1,{'malheur': 1}
IsValidLocale,KERNEL32,2,"{'nolabel': 1, 'malheur': 1}"
GetSystemDefaultUILanguage,KERNEL32,2,"{'malheur': 1, 'cobaltstrike': 1}"
SetThreadLocale,KERNEL32,1,{'malheur': 1}
GetFileVersionInfoSizeW,VERSION,1,{'malheur': 1}
GetFileVersionInfoW,VERSION,1,{'malheur': 1}
CharLowerBuffW,USER32,1,{'malheur': 1}
CharUpperW,USER32,2,"{'malheur': 1, 'cobaltstrike': 1}"
SafeArrayPtrOfIndex,OLEAUT32,1,{'malheur': 1}
VariantCopy,OLEAUT32,1,{'malheur': 1}
SafeArrayGetLBound,OLEAUT32,1,{'malheur': 1}
SafeArrayGetUBound,OLEAUT32,1,{'malheur': 1}
VariantInit,OLEAUT32,1,{'malheur': 1}
VariantClear,OLEAUT32,1,{'malheur': 1}
VariantChangeType,OLEAUT32,1,{'malheur': 1}
SafeArrayCreate,OLEAUT32,1,{'malheur': 1}
NetWkstaGetInfo,NETAPI32,1,{'malheur': 1}
NetApiBufferFree,NETAPI32,1,{'malheur': 1}
GetNativeSystemInfo,KERNEL32,1,{'malheur': 1},Anti-Debugging
CreateDirectoryA,KERNEL32,2,{'nolabel': 2}
SetFileAttributesA,KERNEL32,1,{'nolabel': 1},Evasion
RemoveDirectoryA,KERNEL32,1,{'nolabel': 1}
GetThreadTimes,KERNEL32,1,{'nolabel': 1}
GlobalReAlloc,KERNEL32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
GetHandleInformation,KERNEL32,1,{'nolabel': 1}
GetLogicalDriveStringsA,KERNEL32,1,{'nolabel': 1}
OpenFileMappingA,KERNEL32,2,{'nolabel': 2},Injection
OpenMutexA,KERNEL32,1,{'nolabel': 1}
GetDiskFreeSpaceExA,KERNEL32,1,{'nolabel': 1}
SetProcessAffinityMask,KERNEL32,1,{'nolabel': 1}
GetPrivateProfileStringA,KERNEL32,1,{'nolabel': 1}
WritePrivateProfileStringA,KERNEL32,1,{'nolabel': 1}
GetPrivateProfileSectionNamesA,KERNEL32,1,{'nolabel': 1}
GetPrivateProfileSectionA,KERNEL32,1,{'nolabel': 1}
InterlockedExchangeAdd,KERNEL32,1,{'nolabel': 1}
lstrcmpA,KERNEL32,3,"{'nolabel': 1, 'registrystorage': 1, 'cobaltstrike': 1}"
EnumResourceLanguagesA,KERNEL32,1,{'nolabel': 1}
ConvertDefaultLocale,KERNEL32,1,{'nolabel': 1}
GlobalDeleteAtom,KERNEL32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
GlobalAddAtomA,KERNEL32,1,{'nolabel': 1}
GetFileTime,KERNEL32,2,"{'nolabel': 1, 'cobaltstrike': 1}",Enumeration
FindNextFileA,KERNEL32,2,{'nolabel': 2},Enumeration
GlobalHandle,KERNEL32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
LocalReAlloc,KERNEL32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
GlobalFlags,KERNEL32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
lstrcmpW,KERNEL32,3,"{'nolabel': 1, 'registrystorage': 1, 'cobaltstrike': 1}"
GlobalFindAtomA,KERNEL32,1,{'nolabel': 1}
GlobalGetAtomNameA,KERNEL32,1,{'nolabel': 1}
FreeResource,KERNEL32,1,{'nolabel': 1}
GetCurrentDirectoryA,KERNEL32,2,{'nolabel': 2}
GetWindowsDirectoryA,KERNEL32,1,{'nolabel': 1},Enumeration
GetTempPathA,KERNEL32,1,{'nolabel': 1},Helper
GetProcessId,KERNEL32,1,{'nolabel': 1},Enumeration
VirtualFreeEx,KERNEL32,1,{'nolabel': 1}
GetLocaleInfoA,KERNEL32,1,{'nolabel': 1}
SetThreadExecutionState,KERNEL32,1,{'nolabel': 1}
MoveFileA,KERNEL32,1,{'nolabel': 1},Helper
CopyFileA,KERNEL32,1,{'nolabel': 1},Helper
Beep,KERNEL32,1,{'nolabel': 1}
MulDiv,KERNEL32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
GlobalAlloc,KERNEL32,2,"{'nolabel': 1, 'cobaltstrike': 1}",Injection
GlobalLock,KERNEL32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
GlobalUnlock,KERNEL32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
IsBadReadPtr,KERNEL32,2,{'nolabel': 2}
VirtualProtectEx,KERNEL32,1,{'nolabel': 1},Injection
ReadProcessMemory,KERNEL32,2,{'nolabel': 2},Injection
CreatePipe,KERNEL32,1,{'nolabel': 1},Helper
CreateProcessA,KERNEL32,2,"{'nolabel': 1, 'convagent': 1}",Injection
Process32First,KERNEL32,1,{'nolabel': 1},Injection
Process32Next,KERNEL32,1,{'nolabel': 1},Injection
DeleteFileA,KERNEL32,2,{'nolabel': 2},Evasion
GetSystemDirectoryA,KERNEL32,2,"{'nolabel': 1, 'shelma': 1}",Enumeration
lstrcpyA,KERNEL32,2,{'nolabel': 2}
lstrcatA,KERNEL32,3,"{'nolabel': 2, 'registrystorage': 1}",Helper
SetEnvironmentVariableA,KERNEL32,2,{'nolabel': 2},Evasion
WriteConsoleW,KERNEL32,5,"{'nolabel': 2, 'shelma': 1, 'registrystorage': 1, 'cobaltstrike': 1}"
WriteConsoleA,KERNEL32,1,{'nolabel': 1}
GetDriveTypeA,KERNEL32,1,{'nolabel': 1},Helper
GetEnvironmentStrings,KERNEL32,1,{'nolabel': 1}
FreeEnvironmentStringsA,KERNEL32,1,{'nolabel': 1}
EnumSystemLocalesA,KERNEL32,1,{'nolabel': 1},Ransomware
GetConsoleMode,KERNEL32,5,"{'nolabel': 2, 'shelma': 1, 'registrystorage': 1, 'cobaltstrike': 1}"
GetConsoleCP,KERNEL32,3,"{'nolabel': 2, 'registrystorage': 1}"
GetStringTypeA,KERNEL32,1,{'nolabel': 1}
SetHandleCount,KERNEL32,3,"{'nolabel': 2, 'registrystorage': 1}"
LCMapStringW,KERNEL32,4,"{'nolabel': 2, 'registrystorage': 1, 'cobaltstrike': 1}"
LCMapStringA,KERNEL32,1,{'nolabel': 1}
IsValidCodePage,KERNEL32,4,"{'nolabel': 2, 'registrystorage': 1, 'cobaltstrike': 1}"
TerminateThread,KERNEL32,2,{'nolabel': 2},Helper
OpenEventA,KERNEL32,1,{'nolabel': 1}
GetModuleHandleA,KERNEL32,5,"{'nolabel': 2, 'registrystorage': 1, 'cobaltstrike': 1, 'convagent': 1}",Evasion
FindResourceA,KERNEL32,1,{'nolabel': 1},Helper
IsDBCSLeadByte,KERNEL32,1,{'nolabel': 1}
GetModuleFileNameA,KERNEL32,3,"{'nolabel': 2, 'registrystorage': 1}",Helper
CreateToolhelp32Snapshot,KERNEL32,1,{'nolabel': 1},Anti-Debugging
Module32First,KERNEL32,1,{'nolabel': 1},Enumeration
Module32Next,KERNEL32,1,{'nolabel': 1},Enumeration
GetFileAttributesA,KERNEL32,2,{'nolabel': 2},Enumeration
InterlockedDecrement,KERNEL32,3,"{'nolabel': 2, 'registrystorage': 1}"
InterlockedIncrement,KERNEL32,3,"{'nolabel': 2, 'registrystorage': 1}"
lstrlenA,KERNEL32,2,"{'nolabel': 1, 'registrystorage': 1}"
lstrcmpiA,KERNEL32,1,{'nolabel': 1}
CompareStringA,KERNEL32,1,{'nolabel': 1}
FindFirstFileA,KERNEL32,2,{'nolabel': 2},Enumeration
GetCommandLineA,KERNEL32,4,"{'nolabel': 2, 'registrystorage': 1, 'cobaltstrike': 1}"
LockFile,KERNEL32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
UnlockFile,KERNEL32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
GetVolumeInformationA,KERNEL32,2,{'nolabel': 2}
GetFullPathNameA,KERNEL32,1,{'nolabel': 1}
GetOEMCP,KERNEL32,4,"{'nolabel': 2, 'registrystorage': 1, 'cobaltstrike': 1}"
RegEnumValueA,ADVAPI32,2,{'nolabel': 2},Helper
RegEnumKeyA,ADVAPI32,2,{'nolabel': 2},Helper
RegOpenKeyA,ADVAPI32,2,{'nolabel': 2},Helper
RegQueryValueExA,ADVAPI32,3,"{'nolabel': 2, 'registrystorage': 1}",Enumeration
LookupPrivilegeValueA,ADVAPI32,2,{'nolabel': 2},Enumeration
RegEnumKeyExA,ADVAPI32,1,{'nolabel': 1},Helper
RegQueryInfoKeyA,ADVAPI32,1,{'nolabel': 1},Enumeration
RegSetValueExA,ADVAPI32,2,{'nolabel': 2},Helper
RegOpenKeyExA,ADVAPI32,2,"{'nolabel': 1, 'registrystorage': 1}",Helper
RegCreateKeyExA,ADVAPI32,1,{'nolabel': 1},Helper
RegDeleteValueA,ADVAPI32,1,{'nolabel': 1},Helper
RegDeleteKeyA,ADVAPI32,1,{'nolabel': 1},Helper
RegQueryValueA,ADVAPI32,1,{'nolabel': 1}
GetFileTitleA,COMDLG32,1,{'nolabel': 1}
CreateRoundRectRgn,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
CreateEllipticRgn,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
CreateSolidBrush,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
CreatePen,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
MoveToEx,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
LineTo,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
SetBkMode,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
DPtoLP,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
CreateBitmap,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
GetMapMode,GDI32,1,{'nolabel': 1}
SetMapMode,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
SetBkColor,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
CreateDIBSection,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
ExtCreateRegion,GDI32,1,{'nolabel': 1}
GetPixel,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
SetDIBits,GDI32,1,{'nolabel': 1}
EnumFontFamiliesExA,GDI32,1,{'nolabel': 1}
CreateFontIndirectA,GDI32,1,{'nolabel': 1}
SetTextColor,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
BitBlt,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}",Spying
CreateCompatibleDC,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
CreateCompatibleBitmap,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
SelectObject,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
DeleteDC,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
GetObjectA,GDI32,1,{'nolabel': 1}
SelectPalette,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
RealizePalette,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
GetDIBits,GDI32,1,{'nolabel': 1}
GetDeviceCaps,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
CreateRectRgn,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
CombineRgn,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
ExtTextOutA,GDI32,1,{'nolabel': 1}
CreateRectRgnIndirect,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
GetClipBox,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
SaveDC,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
RestoreDC,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
SetStretchBltMode,GDI32,1,{'nolabel': 1}
PtVisible,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
RectVisible,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
TextOutA,GDI32,1,{'nolabel': 1}
Escape,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
SetViewportOrgEx,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
OffsetViewportOrgEx,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
SetViewportExtEx,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
ScaleViewportExtEx,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
SetWindowExtEx,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
ScaleWindowExtEx,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
ExtSelectClipRgn,GDI32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
SetDIBitsToDevice,GDI32,1,{'nolabel': 1}
CoRegisterMessageFilter,OLE32,1,{'nolabel': 1}
OleInitialize,OLE32,1,{'nolabel': 1}
CoFreeUnusedLibraries,OLE32,1,{'nolabel': 1}
OleUninitialize,OLE32,1,{'nolabel': 1}
OleFlushClipboard,OLE32,1,{'nolabel': 1}
CoRevokeClassObject,OLE32,1,{'nolabel': 1}
OleIsCurrentClipboard,OLE32,1,{'nolabel': 1}
CoInitializeSecurity,OLE32,2,"{'nolabel': 1, 'registrystorage': 1}"
CoSetProxyBlanket,OLE32,1,{'nolabel': 1}
CoInitialize,OLE32,3,"{'nolabel': 2, 'cobaltstrike': 1}"
CoCreateInstance,OLE32,3,"{'nolabel': 1, 'registrystorage': 1, 'cobaltstrike': 1}"
CoTaskMemRealloc,OLE32,1,{'nolabel': 1}
CreateStdAccessibleObject,OLEACC,2,"{'nolabel': 1, 'cobaltstrike': 1}"
LresultFromObject,OLEACC,2,"{'nolabel': 1, 'cobaltstrike': 1}"
Ordinal_277,OLEAUT32,1,{'nolabel': 1}
Ordinal_163,OLEAUT32,1,{'nolabel': 1}
Ordinal_186,OLEAUT32,1,{'nolabel': 1}
Ordinal_161,OLEAUT32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
Ordinal_184,OLEAUT32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
UrlUnescapeA,SHLWAPI,1,{'nolabel': 1}
PathFindFileNameA,SHLWAPI,1,{'nolabel': 1}
PathIsUNCA,SHLWAPI,1,{'nolabel': 1}
PathStripToRootA,SHLWAPI,1,{'nolabel': 1}
PathFindExtensionA,SHLWAPI,1,{'nolabel': 1}
SetWindowRgn,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
GetWindowLongA,USER32,1,{'nolabel': 1}
IsWindow,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
GetForegroundWindow,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}",Anti-Debugging
IsWindowVisible,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
SetWindowTextA,USER32,1,{'nolabel': 1}
PtInRect,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
PostQuitMessage,USER32,2,"{'nolabel': 1, 'cobaltstrike': 1}"
SetWindowLongA,USER32,2,{'nolabel': 2},Helper
KillTimer,USER32,3,"{'nolabel': 2, 'cobaltstrike': 1}"
DefWindowProcA,USER32,1,{'nolabel': 1}
RegisterClassExA,USER32,1,{'nolabel': 1}
LoadCursorA,USER32,1,{'nolabel': 1}
UnregisterClassA,USER32,1,{'nolabel': 1}
DispatchMessageA,USER32,1,{'nolabel': 1}
GetMessageA,USER32,1,{'nolabel': 1},Spying
SetTimer,USER32,3,"{'nolabel': 2, 'cobaltstrike': 1}",Evasion
OpenInputDesktop,USER32,1,{'nolabel': 1}
SetThreadDesktop,USER32,1,{'nolabel': 1}
CloseDesktop,USER32,1,{'nolabel': 1}
SetClassLongA,USER32,1,{'nolabel': 1}
GetClassLongA,USER32,1,{'nolabel': 1}
